pair_id,src_id,batch,domain,split,narr_mode,genre,realism,nonnarr_style,tense_narr,tense_nonnarr,tense_polarity,context,arm,label,prompt,text,n_words
v2k-ho-0064,b22-24,22,cold_ice_and_preservation,heldout,folktale,folk_fantasy,non_realistic,morphology,past,past,both_past,fermentation_crock_weights,nonnarrative,0,"Continue the text below.

A fermenting crock consisted of a straight-sided vessel, a follower board cut to the bore, and one or two weights above the board. The board sat clear of the vessel wall by the thickness of a leaf. That clearance was the whole of it. Weights stood on the board and never on the lid. A water gutter at the rim was absent in the smaller crocks. Their lids rested on the shoulder.","A fermenting crock consisted of a straight-sided vessel, a follower board cut to the bore, and one or two weights above the board. The board sat clear of the vessel wall by the thickness of a leaf. That clearance was the whole of it. Weights stood on the board and never on the lid. A water gutter at the rim was absent in the smaller crocks. Their lids rested on the shoulder.",72
v2k-ho-0065,b22-25,22,cold_ice_and_preservation,heldout,free_indirect,realist_domestic,realistic,criterial,present,present,both_present,sauerkraut_brine_level,narrative,1,"Continue the text below.

The brine is a finger above the board, which is right, and Wilhelmina cannot make the rest of it come right. There is no scum. There is no smell of anything but cabbage and salt, and the crock has stood in the same corner of the same cellar through thirty years of her mother's keeping. So the white bloom along the waterline is nothing. It is nothing, and she takes the board off anyway.","The brine is a finger above the board, which is right, and Wilhelmina cannot make the rest of it come right. There is no scum. There is no smell of anything but cabbage and salt, and the crock has stood in the same corner of the same cellar through thirty years of her mother's keeping. So the white bloom along the waterline is nothing. It is nothing, and she takes the board off anyway.",74
v2k-ho-0065,b22-25,22,cold_ice_and_preservation,heldout,free_indirect,realist_domestic,realistic,criterial,present,present,both_present,sauerkraut_brine_level,nonnarrative,0,"Continue the text below.

Two conditions place a crock of cabbage outside its class, and neither is a matter of smell. Brine below the board is the first, at any depth of shortfall. Scum across the whole surface is the second, independent of the first. White bloom at the waterline belongs to the vessel wall as much as to the liquor and is no ground of exclusion by itself. Salt and cellar bear on cause and not on class.","Two conditions place a crock of cabbage outside its class, and neither is a matter of smell. Brine below the board is the first, at any depth of shortfall. Scum across the whole surface is the second, independent of the first. White bloom at the waterline belongs to the vessel wall as much as to the liquor and is no ground of exclusion by itself. Salt and cellar bear on cause and not on class.",75
v2k-ho-0066,b22-26,22,cold_ice_and_preservation,heldout,scenic,weird,non_realistic,criterial,present,past,reversed,jar_ring_seal_failure,narrative,1,"Continue the text below.

Six jars on the shelf and the sixth has a ring thicker than the day it went on. Marja turns it under the lamp. The rubber has swollen a full sixteenth all round, evenly, and the jar holds a vacuum so hard the lid rings like a drum under a fingernail. The other five rings are perished to crumbs. All six came off one card in one spring, and the card is still in the drawer.","Six jars on the shelf and the sixth has a ring thicker than the day it went on. Marja turns it under the lamp. The rubber has swollen a full sixteenth all round, evenly, and the jar holds a vacuum so hard the lid rings like a drum under a fingernail. The other five rings are perished to crumbs. All six came off one card in one spring, and the card is still in the drawer.",76
v2k-ho-0066,b22-26,22,cold_ice_and_preservation,heldout,scenic,weird,non_realistic,criterial,present,past,reversed,jar_ring_seal_failure,nonnarrative,0,"Continue the text below.

A ring was rejected on hardness and on set, and never on its thickness. Rubber swollen by a sixteenth lay within the class, whatever the degree. A ring at any thickness sealed against the shoulder of the jar and not across it. A lid holding vacuum was proof of a seal and no proof of a sound ring. Rings off one card were classed one by one. The card was no unit of rejection.","A ring was rejected on hardness and on set, and never on its thickness. Rubber swollen by a sixteenth lay within the class, whatever the degree. A ring at any thickness sealed against the shoulder of the jar and not across it. A lid holding vacuum was proof of a seal and no proof of a sound ring. Rings off one card were classed one by one. The card was no unit of rejection.",74
v2k-ho-0067,b22-27,22,cold_ice_and_preservation,heldout,chronicle,institutional,realistic,spec,past,present,default,retort_processing_schedule,narrative,1,"Continue the text below.

The borough cannery charged its retorts four times a day in the second season, the pea pack scheduled at forty minutes at fifteen pounds. In the ninth week a gauge on the second retort was found reading five pounds low, and the whole of the season's pack was held. The overseer had the retort run again with the same charge and the same gauge, and the reading came up correct and stayed correct all season.","The borough cannery charged its retorts four times a day in the second season, the pea pack scheduled at forty minutes at fifteen pounds. In the ninth week a gauge on the second retort was found reading five pounds low, and the whole of the season's pack was held. The overseer had the retort run again with the same charge and the same gauge, and the reading came up correct and stayed correct all season.",75
v2k-ho-0067,b22-27,22,cold_ice_and_preservation,heldout,chronicle,institutional,realistic,spec,past,present,default,retort_processing_schedule,nonnarrative,0,"Continue the text below.

Charges are required to be held at the scheduled pressure for the whole of the scheduled period. The period is timed from the attainment of pressure and not from the closing of the door. A gauge in doubt is permitted to stand in service only where a second gauge is fitted to the same vessel. No schedule is to be shortened on account of a part charge. Vent periods are to be kept whatever the pack.",Charges are required to be held at the scheduled pressure for the whole of the scheduled period. The period is timed from the attainment of pressure and not from the closing of the door. A gauge in doubt is permitted to stand in service only where a second gauge is fitted to the same vessel. No schedule is to be shortened on account of a part charge. Vent periods are to be kept whatever the pack.,76
v2k-ho-0068,b22-28,22,cold_ice_and_preservation,heldout,oral,realist_work,realistic,catalogue,present,past,reversed,crown_cork_bottling,narrative,1,"Continue the text below.

There is a bottle in the office at the works that nobody may open, and the story of it is the story of the crown machine. Kalisz sets the head down on it one spring, gets a crimp on all twenty-one teeth, and an hour later the cork lifts clean off in the crate. He sets the head down again on the same bottle and that crimp holds thirty years.","There is a bottle in the office at the works that nobody may open, and the story of it is the story of the crown machine. Kalisz sets the head down on it one spring, gets a crimp on all twenty-one teeth, and an hour later the cork lifts clean off in the crate. He sets the head down again on the same bottle and that crimp holds thirty years.",70
v2k-ho-0068,b22-28,22,cold_ice_and_preservation,heldout,oral,realist_work,realistic,catalogue,present,past,reversed,crown_cork_bottling,nonnarrative,0,"Continue the text below.

Three patterns of crown were in stock at any works: the plain tinplate, the lacquered, and the lacquered with a spot of compound at the centre. Each was twenty-one teeth on a skirt of one depth, the depth fixed by the bottle finish rather than by the pattern. Liners were of cork in the first two patterns and of cork faced with paper in the third. The middle pattern was the commonest.","Three patterns of crown were in stock at any works: the plain tinplate, the lacquered, and the lacquered with a spot of compound at the centre. Each was twenty-one teeth on a skirt of one depth, the depth fixed by the bottle finish rather than by the pattern. Liners were of cork in the first two patterns and of cork faced with paper in the third. The middle pattern was the commonest.",72
v2k-ho-0069,b22-29,22,cold_ice_and_preservation,heldout,reported,war,realistic,statistical,past,present,default,fruit_desiccation_rates,narrative,1,"Continue the text below.

The drying works at the army depot at Hallamsford returned a moisture figure of eleven parts in the hundred on the whole of the October pack, and the inspecting officer had the pack opened in the second week of the following March. Eleven cases in ninety were caked solid. All eleven had come off the third belt. The third belt had run at the speed of the others throughout, and the works book gave no exception.","The drying works at the army depot at Hallamsford returned a moisture figure of eleven parts in the hundred on the whole of the October pack, and the inspecting officer had the pack opened in the second week of the following March. Eleven cases in ninety were caked solid. All eleven had come off the third belt. The third belt had run at the speed of the others throughout, and the works book gave no exception.",76
v2k-ho-0069,b22-29,22,cold_ice_and_preservation,heldout,reported,war,realistic,statistical,past,present,default,fruit_desiccation_rates,nonnarrative,0,"Continue the text below.

Moisture at the end of drying varies more between belts in one works than between works. Across the sample the median is ten parts in the hundred, with a tenth of cases above fourteen. Belt speed accounts for little of the spread and belt position for most of it, cases off the outermost belts sitting a mean of three parts above the works figure. Caking is confined almost wholly to that tail. Works age bears on neither figure.","Moisture at the end of drying varies more between belts in one works than between works. Across the sample the median is ten parts in the hundred, with a tenth of cases above fourteen. Belt speed accounts for little of the spread and belt position for most of it, cases off the outermost belts sitting a mean of three parts above the works figure. Caking is confined almost wholly to that tail. Works age bears on neither figure.",78
v2k-ho-0070,b22-30,22,cold_ice_and_preservation,heldout,mythic,myth,non_realistic,criterial,past,past,both_past,sulphured_apricot_colour,narrative,1,"Continue the text below.

In the years before the sun had a fixed road, the orchards of the middle country dried their fruit in sulphur smoke, and the fruit came out the colour of a lit lamp. The sun took this for a rivalry. It was agreed at last that fruit under smoke would keep its colour a year and a day and no longer, and every orchard hung a glass of the first drying by the door. The glass was never taken down.","In the years before the sun had a fixed road, the orchards of the middle country dried their fruit in sulphur smoke, and the fruit came out the colour of a lit lamp. The sun took this for a rivalry. It was agreed at last that fruit under smoke would keep its colour a year and a day and no longer, and every orchard hung a glass of the first drying by the door. The glass was never taken down.",80
v2k-ho-0070,b22-30,22,cold_ice_and_preservation,heldout,mythic,myth,non_realistic,criterial,past,past,both_past,sulphured_apricot_colour,nonnarrative,0,"Continue the text below.

Dried fruit was graded on colour and on the evenness of colour across a lot, and never on the weight of sulphur burnt under it. Smoke was relevant to cause and irrelevant to grade. A lot bright throughout was of the first grade whatever its drying time; a lot bright at the edges and dull in the middle was of the third. Colour in the glass past a year counted for nothing, and the orchard of origin for less.","Dried fruit was graded on colour and on the evenness of colour across a lot, and never on the weight of sulphur burnt under it. Smoke was relevant to cause and irrelevant to grade. A lot bright throughout was of the first grade whatever its drying time; a lot bright at the edges and dull in the middle was of the third. Colour in the glass past a year counted for nothing, and the orchard of origin for less.",79
v2k-ho-0071,b22-31,22,cold_ice_and_preservation,heldout,free_indirect,expedition,realistic,taxonomy,past,present,default,herbarium_press_drying,narrative,1,"Continue the text below.

Nine hundred sheets in the press and the ones from the ridge were the trouble, and Adaeze knew what the trouble was without wanting to write it down. They had gone into the same press on the same day between the same papers. The ridge sheets had come out green and flat and perfect. Everything from the valley floor two hundred metres below had come out brown and brittle, and the papers were the same papers.","Nine hundred sheets in the press and the ones from the ridge were the trouble, and Adaeze knew what the trouble was without wanting to write it down. They had gone into the same press on the same day between the same papers. The ridge sheets had come out green and flat and perfect. Everything from the valley floor two hundred metres below had come out brown and brittle, and the papers were the same papers.",76
v2k-ho-0071,b22-31,22,cold_ice_and_preservation,heldout,free_indirect,expedition,realistic,taxonomy,past,present,default,herbarium_press_drying,nonnarrative,0,"Continue the text below.

Pressing and air drying are told apart by what constrains the specimen rather than by the agent that takes the water out: flat boards and pressure in the one, free circulation in the other. Colour retention belongs to the first class and shape retention to the second. Liquid preservation is a third class, apart from both in that the water is replaced and not withdrawn, and its products are not mountable on a sheet.","Pressing and air drying are told apart by what constrains the specimen rather than by the agent that takes the water out: flat boards and pressure in the one, free circulation in the other. Colour retention belongs to the first class and shape retention to the second. Liquid preservation is a third class, apart from both in that the water is replaced and not withdrawn, and its products are not mountable on a sheet.",74
v2k-ho-0072,b22-32,22,cold_ice_and_preservation,heldout,episodic,weird,non_realistic,glossary,present,past,reversed,insect_drying_and_relaxing,narrative,1,"Continue the text below.

The first specimen goes into the relaxing jar on a Monday and comes out soft on the Thursday, which is ordinary. The second goes in the Monday following and comes out soft in an hour. The third comes out soft, and warm, and with its wings set at the very angle Teodoro was going to set them at, and the damp cloth in the jar is bone dry, and the jar has not been opened.","The first specimen goes into the relaxing jar on a Monday and comes out soft on the Thursday, which is ordinary. The second goes in the Monday following and comes out soft in an hour. The third comes out soft, and warm, and with its wings set at the very angle Teodoro was going to set them at, and the damp cloth in the jar is bone dry, and the jar has not been opened.",75
v2k-ho-0072,b22-32,22,cold_ice_and_preservation,heldout,episodic,weird,non_realistic,glossary,present,past,reversed,insect_drying_and_relaxing,nonnarrative,0,"Continue the text below.

Setting: the fixing of a dried specimen in a stated attitude with braces and card. Relaxing: the return of a dried specimen to a condition in which setting was possible, by exposure to saturated air in a closed vessel. Overrelaxed: the same specimen past the point at which the attitude held. Carded: set and mounted on card. Greasing: a separate defect, being the migration of fat to the surface, and no condition of the relaxing at all.","Setting: the fixing of a dried specimen in a stated attitude with braces and card. Relaxing: the return of a dried specimen to a condition in which setting was possible, by exposure to saturated air in a closed vessel. Overrelaxed: the same specimen past the point at which the attitude held. Carded: set and mounted on card. Greasing: a separate defect, being the migration of fat to the surface, and no condition of the relaxing at all.",77
v2k-ho-0073,b22-33,22,cold_ice_and_preservation,heldout,scenic,mystery,realistic,criticism,past,present,default,taxidermy_skin_preparation,narrative,1,"Continue the text below.

The skin on the workroom bench had been cased and turned by somebody who knew the work, and Halloran could not make it fit the label. The label gave a bird of the coast. The skin was thinned at the wing butts in the manner of the inland shops, salted rather than pickled, and sewn with a linen thread no coastal shop had bought in twenty years, and the tag was in the curator's own hand.","The skin on the workroom bench had been cased and turned by somebody who knew the work, and Halloran could not make it fit the label. The label gave a bird of the coast. The skin was thinned at the wing butts in the manner of the inland shops, salted rather than pickled, and sewn with a linen thread no coastal shop had bought in twenty years, and the tag was in the curator's own hand.",76
v2k-ho-0073,b22-33,22,cold_ice_and_preservation,heldout,scenic,mystery,realistic,criticism,past,present,default,taxidermy_skin_preparation,nonnarrative,0,"Continue the text below.

Objections to dry preparation of skins mostly mistake a question of after-care for a question of method. A dry-prepared skin is stable in a dry room and unstable elsewhere, which is a claim about rooms. The habit of setting one method against another without stating the storage conditions is the real defect of the literature. None of that is an argument for the wet method. Its better contributions give the room first and the bench second.","Objections to dry preparation of skins mostly mistake a question of after-care for a question of method. A dry-prepared skin is stable in a dry room and unstable elsewhere, which is a claim about rooms. The habit of setting one method against another without stating the storage conditions is the real defect of the literature. None of that is an argument for the wet method. Its better contributions give the room first and the bench second.",76
v2k-ho-0074,b22-34,22,cold_ice_and_preservation,heldout,reported,post_apocalyptic,non_realistic,conceptual,present,past,reversed,tanning_versus_hide_preserving,narrative,1,"Continue the text below.

A salvage party out of the northern shelters brings in forty hides off a store shut for a hundred and ten years. Thirty-nine are green-salted and hard as board. The fortieth is tanned through, supple, and stamped with a mark the shelters have no record of, and the salt on the other thirty-nine is dust dry, and the fortieth is the only hide in the lot with any water left in it.","A salvage party out of the northern shelters brings in forty hides off a store shut for a hundred and ten years. Thirty-nine are green-salted and hard as board. The fortieth is tanned through, supple, and stamped with a mark the shelters have no record of, and the salt on the other thirty-nine is dust dry, and the fortieth is the only hide in the lot with any water left in it.",72
v2k-ho-0074,b22-34,22,cold_ice_and_preservation,heldout,reported,post_apocalyptic,non_realistic,conceptual,present,past,reversed,tanning_versus_hide_preserving,nonnarrative,0,"Continue the text below.

Reversibility was the mark that divided tanning from preserving, if the two were divided at all. Under salt the conditions for decay were absent and the substance was as it stood; under tan the substance itself was other than it had been, and the conditions were no part of the case. On that second account a tanned hide was not a preserved hide but a different material under one name.","Reversibility was the mark that divided tanning from preserving, if the two were divided at all. Under salt the conditions for decay were absent and the substance was as it stood; under tan the substance itself was other than it had been, and the conditions were no part of the case. On that second account a tanned hide was not a preserved hide but a different material under one name.",70
v2k-ho-0075,b22-35,22,cold_ice_and_preservation,heldout,mythic,space,non_realistic,encyclopedic,past,past,both_past,spirit_preserved_specimens,narrative,1,"Continue the text below.

When the long ships were first given leave to carry the dead of other worlds, a vault was cut into the keel of each and filled with spirit to the brim. The rule handed down was that nothing in a vault would change and nothing would be remembered. For eleven crossings this held. On the twelfth the jars in one keel stood clear and full and empty of all but spirit, and the vault was sealed.","When the long ships were first given leave to carry the dead of other worlds, a vault was cut into the keel of each and filled with spirit to the brim. The rule handed down was that nothing in a vault would change and nothing would be remembered. For eleven crossings this held. On the twelfth the jars in one keel stood clear and full and empty of all but spirit, and the vault was sealed.",76
v2k-ho-0075,b22-35,22,cold_ice_and_preservation,heldout,mythic,space,non_realistic,encyclopedic,past,past,both_past,spirit_preserved_specimens,nonnarrative,0,"Continue the text below.

Spirit preservation was the maintenance of soft tissue in a bath of dilute alcohol, the bath being both the fixative and the medium of storage. Its stability depended on the concentration of the bath, which was subject to dilution by the water in the tissue itself. Colour was not within the scope of the method. Volume was. The ratio of bath to specimen was therefore the governing figure and was fixed by the water content of the class.","Spirit preservation was the maintenance of soft tissue in a bath of dilute alcohol, the bath being both the fixative and the medium of storage. Its stability depended on the concentration of the bath, which was subject to dilution by the water in the tissue itself. Colour was not within the scope of the method. Volume was. The ratio of bath to specimen was therefore the governing figure and was fixed by the water content of the class.",78
v2k-ho-0076,b22-36,22,cold_ice_and_preservation,heldout,free_indirect,science_fiction,non_realistic,essay,present,past,reversed,wax_injected_specimens,narrative,1,"Continue the text below.

Two hundred years of drift and the wax in the vascular casts has not moved a micron, which is the point of wax, so there is nothing here for Ilinca to write up. Except that the casts are not the casts on the manifest. The manifest gives eleven arterial trees. There are twelve in the case, all injected in one hand, all from one donor code, and the twelfth is the finest work in the collection.","Two hundred years of drift and the wax in the vascular casts has not moved a micron, which is the point of wax, so there is nothing here for Ilinca to write up. Except that the casts are not the casts on the manifest. The manifest gives eleven arterial trees. There are twelve in the case, all injected in one hand, all from one donor code, and the twelfth is the finest work in the collection.",76
v2k-ho-0076,b22-36,22,cold_ice_and_preservation,heldout,free_indirect,science_fiction,non_realistic,essay,present,past,reversed,wax_injected_specimens,nonnarrative,0,"Continue the text below.

Injection was an argument about what a preparation was for, and the argument was seldom made in the open. A cast was the geometry of a vessel and nothing of its wall, which was a real gain in one dimension and a real loss in another. Those who held for injection had the better of the demonstration and the worse of the record. That did not make the record the more important of the two.","Injection was an argument about what a preparation was for, and the argument was seldom made in the open. A cast was the geometry of a vessel and nothing of its wall, which was a real gain in one dimension and a real loss in another. Those who held for injection had the better of the demonstration and the worse of the record. That did not make the record the more important of the two.",75
v2k-ho-0077,b22-37,22,cold_ice_and_preservation,heldout,folktale,high_fantasy,non_realistic,topographic,past,past,both_past,root_clamp_field,narrative,1,"Continue the text below.

There was a field on the wrong side of a hill where the clamps never froze, and the lord who held it clamped his roots there and nowhere else. His steward built a clamp in the good field one autumn to prove the story wrong. By the turn of the year the good clamp was ice to the heart and the wrong-side clamp was warm to the wrist, and the frost lay a foot deep on both.","There was a field on the wrong side of a hill where the clamps never froze, and the lord who held it clamped his roots there and nowhere else. His steward built a clamp in the good field one autumn to prove the story wrong. By the turn of the year the good clamp was ice to the heart and the wrong-side clamp was warm to the wrist, and the frost lay a foot deep on both.",77
v2k-ho-0077,b22-37,22,cold_ice_and_preservation,heldout,folktale,high_fantasy,non_realistic,topographic,past,past,both_past,root_clamp_field,nonnarrative,0,"Continue the text below.

The field lay on a north slope at the foot of a long hill, with a spring line across its middle and rising ground on three sides. Clamps stood in two rows along the contour, the lower row on the wetter ground. Soil over the whole field was sand above clay, at a depth of some two feet. The hollow at the western corner was the last part of the field out of shadow.","The field lay on a north slope at the foot of a long hill, with a spring line across its middle and rising ground on three sides. Clamps stood in two rows along the contour, the lower row on the wetter ground. Soil over the whole field was sand above clay, at a depth of some two feet. The hollow at the western corner was the last part of the field out of shadow.",74
v2k-ho-0078,b22-38,22,cold_ice_and_preservation,heldout,chronicle,post_apocalyptic,non_realistic,legal_def,past,present,default,freeze_damage_stored_roots,narrative,1,"Continue the text below.

In the fourteenth winter after the ash the deep store under the ridge was opened on the shortest day and the upper bins were found frosted to the third course. The store had held above freezing for thirteen winters on the heat of the ground alone. The council had the thermometers read hourly for a month, and every reading came back above freezing, and the frost went down a course a week throughout.","In the fourteenth winter after the ash the deep store under the ridge was opened on the shortest day and the upper bins were found frosted to the third course. The store had held above freezing for thirteen winters on the heat of the ground alone. The council had the thermometers read hourly for a month, and every reading came back above freezing, and the frost went down a course a week throughout.",73
v2k-ho-0078,b22-38,22,cold_ice_and_preservation,heldout,chronicle,post_apocalyptic,non_realistic,legal_def,past,present,default,freeze_damage_stored_roots,nonnarrative,0,"Continue the text below.

Frosted produce means any root showing translucence or a watery separation of the flesh at any depth below the skin, whether or not the store is recorded as having held above freezing. Recorded temperature is evidence and not a definition. Translucence alone is sufficient. Where a bin contains frosted produce, the whole of the course in which that bin stands falls within the term. Nothing in this part affects roots damaged in the lifting.","Frosted produce means any root showing translucence or a watery separation of the flesh at any depth below the skin, whether or not the store is recorded as having held above freezing. Recorded temperature is evidence and not a definition. Translucence alone is sufficient. Where a bin contains frosted produce, the whole of the course in which that bin stands falls within the term. Nothing in this part affects roots damaged in the lifting.",74
v2k-ho-0079,b22-39,22,cold_ice_and_preservation,heldout,scenic,sport_performance,realistic,rules,present,present,both_present,ice_sawing_match_rules,narrative,1,"Continue the text below.

The second pair are on the line and the ice under them is a hand thicker than the ice under the first pair, which the marker has measured and written down. Odile takes the first stroke. Her saw goes through eleven inches on the down stroke and comes up dry, and the kerf behind it closes white and holds, and the block will not float free although the cut is square all round.","The second pair are on the line and the ice under them is a hand thicker than the ice under the first pair, which the marker has measured and written down. Odile takes the first stroke. Her saw goes through eleven inches on the down stroke and comes up dry, and the kerf behind it closes white and holds, and the block will not float free although the cut is square all round.",73
v2k-ho-0079,b22-39,22,cold_ice_and_preservation,heldout,scenic,sport_performance,realistic,rules,present,present,both_present,ice_sawing_match_rules,nonnarrative,0,"Continue the text below.

A cut counts only where the kerf is open along its whole length and the block stands free of the field. A block held by a closed kerf is no cut, and the pair holding it have no claim to a second line. Thickness of the field is a condition of the line and not of the cut, so a pair on thick ice are under the requirement of a pair on thin.","A cut counts only where the kerf is open along its whole length and the block stands free of the field. A block held by a closed kerf is no cut, and the pair holding it have no claim to a second line. Thickness of the field is a condition of the line and not of the cut, so a pair on thick ice are under the requirement of a pair on thin.",73
v2k-ho-0080,b22-40,22,cold_ice_and_preservation,heldout,oral,western,realistic,rules,past,present,default,preserves_show_jar_classes,narrative,1,"Continue the text below.

Nobody at the county show would enter against Wisniewski's peaches, and the year somebody did the whole class was struck off. She put up nine jars in wire-clip glass, which was not the glass in the schedule, and the steward let them stand. The challenger put up nine in ring glass and had the schedule and lost the table, and the class was gone from the list the following year.","Nobody at the county show would enter against Wisniewski's peaches, and the year somebody did the whole class was struck off. She put up nine jars in wire-clip glass, which was not the glass in the schedule, and the steward let them stand. The challenger put up nine in ring glass and had the schedule and lost the table, and the class was gone from the list the following year.",70
v2k-ho-0080,b22-40,22,cold_ice_and_preservation,heldout,oral,western,realistic,rules,past,present,default,preserves_show_jar_classes,nonnarrative,0,"Continue the text below.

An entry is admissible in the sealed class only where the closure is of the ring pattern named in the schedule, and a wire clip places the jar in the open class whatever its contents. Nine jars are the unit of entry, and a short entry is admissible with the deficiency marked against it. A jar entered in the wrong class is not excluded; it stands in the class its closure gives it.","An entry is admissible in the sealed class only where the closure is of the ring pattern named in the schedule, and a wire clip places the jar in the open class whatever its contents. Nine jars are the unit of entry, and a short entry is admissible with the deficiency marked against it. A jar entered in the wrong class is not excluded; it stands in the class its closure gives it.",73
v2k-ho-0081,b23-01,23,signals_and_messages,heldout,scenic,realist_work,realistic,criterial,present,past,reversed,semaphore_arm_jam_at_forty_five,narrative,1,"Continue the text below.

Halfway through the afternoon sweep the lower arm of the tower jams at forty-five and will not come down. Ilbert works the crank twice, feels the counterweight chain go loose in the housing, and leaves it. The arm above answers fine. He sends the whole word again with the upper arm alone, letter by letter, and the station down the ridge sends back the sign for a garble and nothing else.","Halfway through the afternoon sweep the lower arm of the tower jams at forty-five and will not come down. Ilbert works the crank twice, feels the counterweight chain go loose in the housing, and leaves it. The arm above answers fine. He sends the whole word again with the upper arm alone, letter by letter, and the station down the ridge sends back the sign for a garble and nothing else.",71
v2k-ho-0081,b23-01,23,signals_and_messages,heldout,scenic,realist_work,realistic,criterial,present,past,reversed,semaphore_arm_jam_at_forty_five,nonnarrative,0,"Continue the text below.

A jammed arm was a fault of the tower and never of the word it spelled. An arm held at forty-five counted as no letter at all, and the letter was read as absent rather than wrong. Slack in the counterweight chain bore on the cause and not on the class. Garble was the class where the upper arm alone sent a whole word, whatever the station on the ridge sent back.","A jammed arm was a fault of the tower and never of the word it spelled. An arm held at forty-five counted as no letter at all, and the letter was read as absent rather than wrong. Slack in the counterweight chain bore on the cause and not on the class. Garble was the class where the upper arm alone sent a whole word, whatever the station on the ridge sent back.",72
v2k-ho-0082,b23-02,23,signals_and_messages,heldout,oral,historical,realistic,topographic,past,present,default,hilltop_beacon_chain_dark_link,narrative,1,"Continue the text below.

For nine nights running that winter the middle hill of the chain went unwatched, and the keepers at either end of it never owned to knowing. The far end lit on the sixth night for a landing on the coast. The near end lit an hour later off its own reckoning of the smoke. Between them the middle hill stood dark, and the message crossed the county anyway, short by one fire.","For nine nights running that winter the middle hill of the chain went unwatched, and the keepers at either end of it never owned to knowing. The far end lit on the sixth night for a landing on the coast. The near end lit an hour later off its own reckoning of the smoke. Between them the middle hill stood dark, and the message crossed the county anyway, short by one fire.",72
v2k-ho-0082,b23-02,23,signals_and_messages,heldout,oral,historical,realistic,topographic,past,present,default,hilltop_beacon_chain_dark_link,nonnarrative,0,"Continue the text below.

Six hills carry the chain along the ridge line, and the middle one is the lowest of them by a hundred feet. Its summit lies in the lee of the two on either side. Sightlines from the far end are clear to the coast and blocked inland. Ground on the near slope is boggy to the top, and the shelter for the watch sits below that, in a fold out of the wind.","Six hills carry the chain along the ridge line, and the middle one is the lowest of them by a hundred feet. Its summit lies in the lee of the two on either side. Sightlines from the far end are clear to the coast and blocked inland. Ground on the near slope is boggy to the top, and the shelter for the watch sits below that, in a fold out of the wind.",73
v2k-ho-0083,b23-03,23,signals_and_messages,heldout,folktale,folk_fantasy,non_realistic,taxonomy,past,present,default,horn_call_interval_vocabulary,narrative,1,"Continue the text below.

There was a horn in the valley that would not sound a fifth, though it sounded every other interval a horn can. The smith who made it had been paid in salt and had counted the sacks twice. Three winters the calls went out short of one note, and the herds came in wrong to the wrong gates, and at the fourth winter a boy blew the fifth by accident and the hill answered it in a voice nobody owned.","There was a horn in the valley that would not sound a fifth, though it sounded every other interval a horn can. The smith who made it had been paid in salt and had counted the sacks twice. Three winters the calls went out short of one note, and the herds came in wrong to the wrong gates, and at the fourth winter a boy blew the fifth by accident and the hill answered it in a voice nobody owned.",80
v2k-ho-0083,b23-03,23,signals_and_messages,heldout,folktale,folk_fantasy,non_realistic,taxonomy,past,present,default,horn_call_interval_vocabulary,nonnarrative,0,"Continue the text below.

Gathering calls stand apart from warning calls in the interval they rest on rather than in their length. A warning rests on a fifth and holds it; a gathering rests on a third and holds no higher. Recall calls are a third kind, marked out from both by their want of any fixed interval at all. Pitch belongs to the horn and not to the class, so two horns a tone apart carry the same three calls.","Gathering calls stand apart from warning calls in the interval they rest on rather than in their length. A warning rests on a fifth and holds it; a gathering rests on a third and holds no higher. Recall calls are a third kind, marked out from both by their want of any fixed interval at all. Pitch belongs to the horn and not to the class, so two horns a tone apart carry the same three calls.",77
v2k-ho-0084,b23-04,23,signals_and_messages,heldout,chronicle,institutional,realistic,spec,past,past,both_past,shutter_frame_painted_over,narrative,1,"Continue the text below.

In the eleventh year of the line the middle shutter of the sixth frame was found painted over on both faces. The station book for that quarter held no entry against it. Traffic that quarter ran at half the usual count and every word of it was clean. The overseer who came up in the autumn had the paint scraped off, and the count went back to its old figure with the old proportion of garbles in it.","In the eleventh year of the line the middle shutter of the sixth frame was found painted over on both faces. The station book for that quarter held no entry against it. Traffic that quarter ran at half the usual count and every word of it was clean. The overseer who came up in the autumn had the paint scraped off, and the count went back to its old figure with the old proportion of garbles in it.",78
v2k-ho-0084,b23-04,23,signals_and_messages,heldout,chronicle,institutional,realistic,spec,past,past,both_past,shutter_frame_painted_over,nonnarrative,0,"Continue the text below.

No frame was permitted more than six shutters, and the sixth was to be reserved for the numeral sign alone. Faces were required to be black on the near side and white on the far. Paint on a shutter was allowed only over rust and never over a working face. Where a frame stood within sight of two stations, its middle shutter was to be set for the nearer of them. Entries against a shutter out of use were required.","No frame was permitted more than six shutters, and the sixth was to be reserved for the numeral sign alone. Faces were required to be black on the near side and white on the far. Paint on a shutter was allowed only over rust and never over a working face. Where a frame stood within sight of two stations, its middle shutter was to be set for the nearer of them. Entries against a shutter out of use were required.",80
